match_id,world_cup_year,host_country,date,stage,round_raw,group,team1,team2,halftime_score_team1,halftime_score_team2,fulltime_score_team1,fulltime_score_team2,extra_time_score_team1,extra_time_score_team2,penalty_score_team1,penalty_score_team2,winner,result_method,stadium,city,total_goals_team1,total_goals_team2
646,2006,Germany,09 June 2006,Group Stage,Matchday 1,Group A,Netherlands,Costa Rica,2,1,4,2,,,,,Germany,Normal Time,Allianz Arena,MÃ¼nchen,0,0
647,2006,Germany,09 June 2006,Group Stage,Matchday 1,Group A,Netherlands,Ecuador,0,1,0,2,,,,,Ecuador,Normal Time,Veltins-Arena,Gelsenkirchen,0,0
648,2006,Germany,14 June 2006,Group Stage,Matchday 6,Group A,New Zealand,Poland,0,0,1,0,,,,,Germany,Normal Time,Signal Iduna Park,Dortmund,0,0
649,2006,Germany,15 June 2006,Group Stage,Matchday 7,Group A,New Zealand,Costa Rica,1,0,3,0,,,,,Ecuador,Normal Time,AOL Arena,Hamburg,0,0
650,2006,Germany,20 June 2006,Group Stage,Matchday 12,Group A,New Zealand,Germany,0,2,0,3,,,,,Germany,Normal Time,Olympiastadion,Berlin,0,0
651,2006,Germany,20 June 2006,Group Stage,Matchday 12,Group A,Nigeria,Poland,1,1,1,2,,,,,Poland,Normal Time,AWD-Arena,Hannover,0,0
652,2006,Germany,10 June 2006,Group Stage,Matchday 2,Group B,Nigeria,Paraguay,1,0,1,0,,,,,England,Normal Time,Commerzbank-Arena,Frankfurt,0,0
653,2006,Germany,10 June 2006,Group Stage,Matchday 2,Group B,Nigeria,Sweden,,,0,0,,,,,Draw,Draw,Signal Iduna Park,Dortmund,0,0
654,2006,Germany,15 June 2006,Group Stage,Matchday 7,Group B,Nigeria,Trinidad and Tobago,0,0,2,0,,,,,England,Normal Time,Frankenstadion,NÃ¼rnberg,0,0
655,2006,Germany,15 June 2006,Group Stage,Matchday 7,Group B,Nigeria,Paraguay,0,0,1,0,,,,,Sweden,Normal Time,Olympiastadion,Berlin,0,0
656,2006,Germany,20 June 2006,Group Stage,Matchday 12,Group B,Nigeria,England,0,1,2,2,,,,,Draw,Draw,RheinEnergieStadion,KÃ¶ln,0,0
657,2006,Germany,20 June 2006,Group Stage,Matchday 12,Group B,Nigeria,Trinidad and Tobago,1,0,2,0,,,,,Paraguay,Normal Time,Fritz-Walter-Stadion,Kaiserslautern,0,0
658,2006,Germany,10 June 2006,Group Stage,Matchday 2,Group C,Nigeria,CÃ´te d'Ivoire,2,0,2,1,,,,,Argentina,Normal Time,AOL Arena,Hamburg,0,0
659,2006,Germany,11 June 2006,Group Stage,Matchday 3,Group C,Nigeria,Netherlands,0,1,0,1,,,,,Netherlands,Normal Time,Zentralstadion,Leipzig,0,0
660,2006,Germany,16 June 2006,Group Stage,Matchday 8,Group C,Nigeria,Serbia and Montenegro,3,0,6,0,,,,,Argentina,Normal Time,Veltins-Arena,Gelsenkirchen,0,0
661,2006,Germany,16 June 2006,Group Stage,Matchday 8,Group C,Nigeria,CÃ´te d'Ivoire,2,1,2,1,,,,,Netherlands,Normal Time,Gottlieb-Daimler-Stadion,Stuttgart,0,0
662,2006,Germany,21 June 2006,Group Stage,Matchday 13,Group C,North Korea,Argentina,,,0,0,,,,,Draw,Draw,Commerzbank-Arena,Frankfurt,0,0
663,2006,Germany,21 June 2006,Group Stage,Matchday 13,Group C,North Korea,Serbia and Montenegro,1,2,3,2,,,,,CÃ´te d'Ivoire,Normal Time,Allianz Arena,MÃ¼nchen,0,0
664,2006,Germany,11 June 2006,Group Stage,Matchday 3,Group D,Northern Ireland,Iran,1,1,3,1,,,,,Mexico,Normal Time,Frankenstadion,NÃ¼rnberg,0,0
665,2006,Germany,11 June 2006,Group Stage,Matchday 3,Group D,Northern Ireland,Portugal,0,1,0,1,,,,,Portugal,Normal Time,RheinEnergieStadion,KÃ¶ln,0,0
666,2006,Germany,16 June 2006,Group Stage,Matchday 8,Group D,Northern Ireland,Angola,,,0,0,,,,,Draw,Draw,AWD-Arena,Hannover,0,0
667,2006,Germany,17 June 2006,Group Stage,Matchday 9,Group D,Northern Ireland,Iran,0,0,2,0,,,,,Portugal,Normal Time,Commerzbank-Arena,Frankfurt,0,0
668,2006,Germany,21 June 2006,Group Stage,Matchday 13,Group D,Northern Ireland,Mexico,2,1,2,1,,,,,Portugal,Normal Time,Veltins-Arena,Gelsenkirchen,0,0
669,2006,Germany,21 June 2006,Group Stage,Matchday 13,Group D,Norway,Angola,0,0,1,1,,,,,Draw,Draw,Zentralstadion,Leipzig,0,0
670,2006,Germany,12 June 2006,Group Stage,Matchday 4,Group E,Norway,Ghana,1,0,2,0,,,,,Italy,Normal Time,AWD-Arena,Hannover,0,0
671,2006,Germany,12 June 2006,Group Stage,Matchday 4,Group E,Norway,Czech Republic,0,2,0,3,,,,,Czech Republic,Normal Time,Veltins-Arena,Gelsenkirchen,0,0
672,2006,Germany,17 June 2006,Group Stage,Matchday 9,Group E,Norway,USA,1,1,1,1,,,,,Draw,Draw,Fritz-Walter-Stadion,Kaiserslautern,0,0
673,2006,Germany,17 June 2006,Group Stage,Matchday 9,Group E,Panama,Ghana,0,1,0,2,,,,,Ghana,Normal Time,RheinEnergieStadion,KÃ¶ln,0,0
674,2006,Germany,22 June 2006,Group Stage,Matchday 14,Group E,Panama,Italy,0,1,0,2,,,,,Italy,Normal Time,AOL Arena,Hamburg,0,0
675,2006,Germany,22 June 2006,Group Stage,Matchday 14,Group E,Panama,USA,2,1,2,1,,,,,Ghana,Normal Time,Frankenstadion,NÃ¼rnberg,0,0
676,2006,Germany,13 June 2006,Group Stage,Matchday 5,Group F,Paraguay,Croatia,1,0,1,0,,,,,Brazil,Normal Time,Olympiastadion,Berlin,0,0
677,2006,Germany,12 June 2006,Group Stage,Matchday 4,Group F,Paraguay,Japan,0,1,3,1,,,,,Australia,Normal Time,Fritz-Walter-Stadion,Kaiserslautern,0,0
678,2006,Germany,18 June 2006,Group Stage,Matchday 10,Group F,Paraguay,Australia,0,0,2,0,,,,,Brazil,Normal Time,Allianz Arena,MÃ¼nchen,0,0
679,2006,Germany,18 June 2006,Group Stage,Matchday 10,Group F,Paraguay,Croatia,,,0,0,,,,,Draw,Draw,Frankenstadion,NÃ¼rnberg,0,0
680,2006,Germany,22 June 2006,Group Stage,Matchday 14,Group F,Paraguay,Brazil,1,1,1,4,,,,,Brazil,Normal Time,Signal Iduna Park,Dortmund,0,0
681,2006,Germany,22 June 2006,Group Stage,Matchday 14,Group F,Paraguay,Australia,1,1,2,2,,,,,Draw,Draw,Gottlieb-Daimler-Stadion,Stuttgart,0,0
682,2006,Germany,13 June 2006,Group Stage,Matchday 5,Group G,Paraguay,Switzerland,,,0,0,,,,,Draw,Draw,Gottlieb-Daimler-Stadion,Stuttgart,0,0
683,2006,Germany,13 June 2006,Group Stage,Matchday 5,Group G,Paraguay,Togo,0,1,2,1,,,,,South Korea,Normal Time,Commerzbank-Arena,Frankfurt,0,0
684,2006,Germany,18 June 2006,Group Stage,Matchday 10,Group G,Paraguay,South Korea,1,0,1,1,,,,,Draw,Draw,Zentralstadion,Leipzig,0,0
685,2006,Germany,19 June 2006,Group Stage,Matchday 11,Group G,Paraguay,Switzerland,0,1,0,2,,,,,Switzerland,Normal Time,Signal Iduna Park,Dortmund,0,0
686,2006,Germany,23 June 2006,Group Stage,Matchday 15,Group G,Paraguay,France,0,0,0,2,,,,,France,Normal Time,RheinEnergieStadion,KÃ¶ln,0,0
687,2006,Germany,23 June 2006,Group Stage,Matchday 15,Group G,Paraguay,South Korea,1,0,2,0,,,,,Switzerland,Normal Time,AWD-Arena,Hannover,0,0
688,2006,Germany,14 June 2006,Group Stage,Matchday 6,Group H,Paraguay,Ukraine,2,0,4,0,,,,,Spain,Normal Time,Zentralstadion,Leipzig,0,0
689,2006,Germany,14 June 2006,Group Stage,Matchday 6,Group H,Peru,Saudi Arabia,1,0,2,2,,,,,Draw,Draw,Allianz Arena,MÃ¼nchen,0,0
690,2006,Germany,19 June 2006,Group Stage,Matchday 11,Group H,Peru,Tunisia,0,1,3,1,,,,,Spain,Normal Time,Gottlieb-Daimler-Stadion,Stuttgart,0,0
691,2006,Germany,19 June 2006,Group Stage,Matchday 11,Group H,Peru,Ukraine,0,2,0,4,,,,,Ukraine,Normal Time,AOL Arena,Hamburg,0,0
692,2006,Germany,23 June 2006,Group Stage,Matchday 15,Group H,Peru,Spain,0,1,0,1,,,,,Spain,Normal Time,Fritz-Walter-Stadion,Kaiserslautern,0,0
693,2006,Germany,23 June 2006,Group Stage,Matchday 15,Group H,Peru,Tunisia,0,0,1,0,,,,,Ukraine,Normal Time,Olympiastadion,Berlin,0,0
694,2006,Germany,24 June 2006,Round of 16,Round of 16,,Peru,Sweden,2,0,2,0,,,,,Germany,Normal Time,Allianz Arena,MÃ¼nchen,0,0
695,2006,Germany,24 June 2006,Round of 16,Round of 16,,Peru,Mexico,1,1,1,1,2,1,,,Argentina,Extra Time,Zentralstadion,Leipzig,0,0
696,2006,Germany,25 June 2006,Round of 16,Round of 16,,Peru,Ecuador,0,0,1,0,,,,,England,Normal Time,Gottlieb-Daimler-Stadion,Stuttgart,0,0
697,2006,Germany,25 June 2006,Round of 16,Round of 16,,Peru,Netherlands,1,0,1,0,,,,,Portugal,Normal Time,Frankenstadion,NÃ¼rnberg,0,0
698,2006,Germany,26 June 2006,Round of 16,Round of 16,,Poland,Australia,0,0,1,0,,,,,Italy,Normal Time,Fritz-Walter-Stadion,Kaiserslautern,0,0
699,2006,Germany,26 June 2006,Round of 16,Round of 16,,Poland,Ukraine,,,0,0,0,0,0,3,Ukraine,Penalties,RheinEnergieStadion,KÃ¶ln,0,0
700,2006,Germany,27 June 2006,Round of 16,Round of 16,,Poland,Ghana,2,0,3,0,,,,,Brazil,Normal Time,Signal Iduna Park,Dortmund,0,0
701,2006,Germany,27 June 2006,Round of 16,Round of 16,,Poland,France,1,1,1,3,,,,,France,Normal Time,AWD-Arena,Hannover,0,0
702,2006,Germany,30 June 2006,Quarter-final,Quarterfinals,,Poland,Argentina,0,0,1,1,1,1,4,2,Germany,Penalties,Olympiastadion,Berlin,0,0
703,2006,Germany,30 June 2006,Quarter-final,Quarterfinals,,Poland,Ukraine,1,0,3,0,,,,,Italy,Normal Time,AOL Arena,Hamburg,0,0
704,2006,Germany,01 July 2006,Quarter-final,Quarterfinals,,Poland,Portugal,,,0,0,0,0,1,3,Portugal,Penalties,Veltins-Arena,Gelsenkirchen,0,0
705,2006,Germany,01 July 2006,Quarter-final,Quarterfinals,,Poland,France,0,0,0,1,,,,,France,Normal Time,Commerzbank-Arena,Frankfurt,0,0
706,2006,Germany,04 July 2006,Semi-final,Semifinals,,Poland,Italy,,,0,0,0,2,,,Italy,Extra Time,Signal Iduna Park,Dortmund,0,2
707,2006,Germany,05 July 2006,Semi-final,Semifinals,,Poland,France,0,1,0,1,,,,,France,Normal Time,Allianz Arena,MÃ¼nchen,0,1
708,2006,Germany,08 July 2006,Third-place play-off,Third-place play-off,,Poland,Portugal,0,0,3,1,,,,,Germany,Normal Time,Gottlieb-Daimler-Stadion,Stuttgart,2,1
709,2006,Germany,09 July 2006,Final,Final,,Poland,France,1,1,1,1,1,1,5,3,Italy,Penalties,Olympiastadion,Berlin,1,1
710,2010,South Africa,11 June 2010,Group Stage,Matchday 1,Group A,Poland,Mexico,,,1,1,,,,,Draw,Draw,Soccer City,Johannesburg,0,0
711,2010,South Africa,11 June 2010,Group Stage,Matchday 1,Group A,Poland,France,,,0,0,,,,,Draw,Draw,Cape Town Stadium,Cape Town,0,0
712,2010,South Africa,16 June 2010,Group Stage,Matchday 6,Group A,Poland,Uruguay,,,0,3,,,,,Uruguay,Normal Time,Loftus Versfeld Stadium,Pretoria,0,0
713,2010,South Africa,17 June 2010,Group Stage,Matchday 7,Group A,Poland,Mexico,,,0,2,,,,,Mexico,Normal Time,Peter Mokaba Stadium,Polokwane,0,0
714,2010,South Africa,22 June 2010,Group Stage,Matchday 12,Group A,Poland,Uruguay,,,0,1,,,,,Uruguay,Normal Time,Royal Bafokeng Stadium,Rustenburg,0,0
715,2010,South Africa,22 June 2010,Group Stage,Matchday 12,Group A,Poland,South Africa,,,1,2,,,,,South Africa,Normal Time,Free State Stadium,Bloemfontein,0,0
716,2010,South Africa,12 June 2010,Group Stage,Matchday 2,Group B,Poland,Greece,,,2,0,,,,,South Korea,Normal Time,Nelson Mandela Bay Stadium,Port Elizabeth,0,0
717,2010,South Africa,12 June 2010,Group Stage,Matchday 2,Group B,Portugal,Nigeria,,,1,0,,,,,Argentina,Normal Time,Ellis Park Stadium,Johannesburg,0,0
718,2010,South Africa,17 June 2010,Group Stage,Matchday 7,Group B,Portugal,South Korea,,,4,1,,,,,Argentina,Normal Time,Soccer City,Johannesburg,0,0
719,2010,South Africa,17 June 2010,Group Stage,Matchday 7,Group B,Portugal,Nigeria,,,2,1,,,,,Greece,Normal Time,Free State Stadium,Bloemfontein,0,0
720,2010,South Africa,22 June 2010,Group Stage,Matchday 12,Group B,Portugal,South Korea,,,2,2,,,,,Draw,Draw,Moses Mabhida Stadium,Durban,0,0
721,2010,South Africa,22 June 2010,Group Stage,Matchday 12,Group B,Portugal,Argentina,,,0,2,,,,,Argentina,Normal Time,Peter Mokaba Stadium,Polokwane,0,0
722,2010,South Africa,12 June 2010,Group Stage,Matchday 2,Group C,Portugal,USA,,,1,1,,,,,Draw,Draw,Royal Bafokeng Stadium,Rustenburg,0,0
723,2010,South Africa,13 June 2010,Group Stage,Matchday 3,Group C,Portugal,Slovenia,,,0,1,,,,,Slovenia,Normal Time,Peter Mokaba Stadium,Polokwane,0,0
724,2010,South Africa,18 June 2010,Group Stage,Matchday 8,Group C,Portugal,USA,,,2,2,,,,,Draw,Draw,Ellis Park Stadium,Johannesburg,0,0
725,2010,South Africa,18 June 2010,Group Stage,Matchday 8,Group C,Portugal,Algeria,,,0,0,,,,,Draw,Draw,Cape Town Stadium,Cape Town,0,0
726,2010,South Africa,23 June 2010,Group Stage,Matchday 13,Group C,Portugal,Algeria,,,1,0,,,,,USA,Normal Time,Loftus Versfeld Stadium,Pretoria,0,0
727,2010,South Africa,23 June 2010,Group Stage,Matchday 13,Group C,Portugal,England,,,0,1,,,,,England,Normal Time,Nelson Mandela Bay Stadium,Port Elizabeth,0,0
728,2010,South Africa,13 June 2010,Group Stage,Matchday 3,Group D,Portugal,Ghana,,,0,1,,,,,Ghana,Normal Time,Loftus Versfeld Stadium,Pretoria,0,0
729,2010,South Africa,13 June 2010,Group Stage,Matchday 3,Group D,Portugal,Australia,,,4,0,,,,,Germany,Normal Time,Moses Mabhida Stadium,Durban,0,0
730,2010,South Africa,18 June 2010,Group Stage,Matchday 8,Group D,Portugal,Serbia,,,0,1,,,,,Serbia,Normal Time,Nelson Mandela Bay Stadium,Port Elizabeth,0,0
731,2010,South Africa,19 June 2010,Group Stage,Matchday 9,Group D,Portugal,Australia,,,1,1,,,,,Draw,Draw,Royal Bafokeng Stadium,Rustenburg,0,0
732,2010,South Africa,23 June 2010,Group Stage,Matchday 13,Group D,Portugal,Serbia,,,2,1,,,,,Australia,Normal Time,Mbombela Stadium,Nelspruit,0,0
733,2010,South Africa,23 June 2010,Group Stage,Matchday 13,Group D,Portugal,Germany,,,0,1,,,,,Germany,Normal Time,Soccer City,Johannesburg,0,0
734,2010,South Africa,14 June 2010,Group Stage,Matchday 4,Group E,Portugal,Denmark,,,2,0,,,,,Netherlands,Normal Time,Soccer City,Johannesburg,0,0
735,2010,South Africa,14 June 2010,Group Stage,Matchday 4,Group E,Portugal,Cameroon,,,1,0,,,,,Japan,Normal Time,Free State Stadium,Bloemfontein,0,0
736,2010,South Africa,19 June 2010,Group Stage,Matchday 9,Group E,Portugal,Japan,,,1,0,,,,,Netherlands,Normal Time,Moses Mabhida Stadium,Durban,0,0
737,2010,South Africa,19 June 2010,Group Stage,Matchday 9,Group E,Portugal,Denmark,,,1,2,,,,,Denmark,Normal Time,Loftus Versfeld Stadium,Pretoria,0,0
738,2010,South Africa,24 June 2010,Group Stage,Matchday 14,Group E,Portugal,Japan,,,1,3,,,,,Japan,Normal Time,Royal Bafokeng Stadium,Rustenburg,0,0
739,2010,South Africa,24 June 2010,Group Stage,Matchday 14,Group E,Portugal,Netherlands,,,1,2,,,,,Netherlands,Normal Time,Cape Town Stadium,Cape Town,0,0
740,2010,South Africa,14 June 2010,Group Stage,Matchday 4,Group F,Portugal,Paraguay,,,1,1,,,,,Draw,Draw,Cape Town Stadium,Cape Town,0,0
741,2010,South Africa,15 June 2010,Group Stage,Matchday 5,Group F,Portugal,Slovakia,,,1,1,,,,,Draw,Draw,Royal Bafokeng Stadium,Rustenburg,0,0
742,2010,South Africa,20 June 2010,Group Stage,Matchday 10,Group F,Qatar,Paraguay,,,0,2,,,,,Paraguay,Normal Time,Free State Stadium,Bloemfontein,0,0
743,2010,South Africa,20 June 2010,Group Stage,Matchday 10,Group F,Qatar,New Zealand,,,1,1,,,,,Draw,Draw,Mbombela Stadium,Nelspruit,0,0
744,2010,South Africa,24 June 2010,Group Stage,Matchday 14,Group F,Qatar,Italy,,,3,2,,,,,Slovakia,Normal Time,Ellis Park Stadium,Johannesburg,0,0
745,2010,South Africa,24 June 2010,Group Stage,Matchday 14,Group F,Romania,New Zealand,,,0,0,,,,,Draw,Draw,Peter Mokaba Stadium,Polokwane,0,0
746,2010,South Africa,15 June 2010,Group Stage,Matchday 5,Group G,Romania,Portugal,,,0,0,,,,,Draw,Draw,Nelson Mandela Bay Stadium,Port Elizabeth,0,0
747,2010,South Africa,15 June 2010,Group Stage,Matchday 5,Group G,Romania,North Korea,,,2,1,,,,,Brazil,Normal Time,Ellis Park Stadium,Johannesburg,0,0
748,2010,South Africa,20 June 2010,Group Stage,Matchday 10,Group G,Romania,CÃ´te d'Ivoire,,,3,1,,,,,Brazil,Normal Time,Soccer City,Johannesburg,0,0
749,2010,South Africa,21 June 2010,Group Stage,Matchday 11,Group G,Romania,North Korea,,,7,0,,,,,Portugal,Normal Time,Cape Town Stadium,Cape Town,0,0
750,2010,South Africa,25 June 2010,Group Stage,Matchday 15,Group G,Romania,Brazil,,,0,0,,,,,Draw,Draw,Moses Mabhida Stadium,Durban,0,0
751,2010,South Africa,25 June 2010,Group Stage,Matchday 15,Group G,Romania,CÃ´te d'Ivoire,,,0,3,,,,,CÃ´te d'Ivoire,Normal Time,Mbombela Stadium,Nelspruit,0,0
752,2010,South Africa,16 June 2010,Group Stage,Matchday 6,Group H,Romania,Chile,,,0,1,,,,,Chile,Normal Time,Mbombela Stadium,Nelspruit,0,0
753,2010,South Africa,16 June 2010,Group Stage,Matchday 6,Group H,Romania,Switzerland,,,0,1,,,,,Switzerland,Normal Time,Moses Mabhida Stadium,Durban,0,0
754,2010,South Africa,21 June 2010,Group Stage,Matchday 11,Group H,Romania,Switzerland,,,1,0,,,,,Chile,Normal Time,Nelson Mandela Bay Stadium,Port Elizabeth,0,0
755,2010,South Africa,21 June 2010,Group Stage,Matchday 11,Group H,Romania,Honduras,,,2,0,,,,,Spain,Normal Time,Ellis Park Stadium,Johannesburg,0,0
756,2010,South Africa,25 June 2010,Group Stage,Matchday 15,Group H,Russia,Spain,,,1,2,,,,,Spain,Normal Time,Loftus Versfeld Stadium,Pretoria,0,0
757,2010,South Africa,25 June 2010,Group Stage,Matchday 15,Group H,Russia,Honduras,,,0,0,,,,,Draw,Draw,Free State Stadium,Bloemfontein,0,0
758,2010,South Africa,26 June 2010,Round of 16,Round of 16,,Russia,South Korea,,,2,1,,,,,Uruguay,Normal Time,Nelson Mandela Bay Stadium,Port Elizabeth,0,0
759,2010,South Africa,26 June 2010,Round of 16,Round of 16,,Russia,Ghana,,,1,1,1,2,,,Ghana,Extra Time,Royal Bafokeng Stadium,Rustenburg,0,0
760,2010,South Africa,27 June 2010,Round of 16,Round of 16,,Russia,England,,,4,1,,,,,Germany,Normal Time,Free State Stadium,Bloemfontein,0,0
761,2010,South Africa,27 June 2010,Round of 16,Round of 16,,Russia,Mexico,,,3,1,,,,,Argentina,Normal Time,Soccer City,Johannesburg,0,0
762,2010,South Africa,28 June 2010,Round of 16,Round of 16,,Saudi Arabia,Slovakia,,,2,1,,,,,Netherlands,Normal Time,Moses Mabhida Stadium,Durban,0,0
763,2010,South Africa,28 June 2010,Round of 16,Round of 16,,Saudi Arabia,Chile,,,3,0,,,,,Brazil,Normal Time,Ellis Park Stadium,Johannesburg,0,0
764,2010,South Africa,29 June 2010,Round of 16,Round of 16,,Saudi Arabia,Japan,,,0,0,0,0,5,3,Paraguay,Penalties,Loftus Versfeld Stadium,Pretoria,0,0
765,2010,South Africa,29 June 2010,Round of 16,Round of 16,,Saudi Arabia,Portugal,,,1,0,,,,,Spain,Normal Time,Cape Town Stadium,Cape Town,0,0
766,2010,South Africa,02 July 2010,Quarter-final,Quarterfinals,,Saudi Arabia,Brazil,,,2,1,,,,,Netherlands,Normal Time,Nelson Mandela Bay Stadium,Port Elizabeth,0,0
767,2010,South Africa,02 July 2010,Quarter-final,Quarterfinals,,Saudi Arabia,Ghana,,,1,1,1,1,4,2,Uruguay,Penalties,Soccer City,Johannesburg,0,0
768,2010,South Africa,03 July 2010,Quarter-final,Quarterfinals,,Saudi Arabia,Germany,,,0,4,,,,,Germany,Normal Time,Cape Town Stadium,Cape Town,0,0
769,2010,South Africa,03 July 2010,Quarter-final,Quarterfinals,,Saudi Arabia,Spain,,,0,1,,,,,Spain,Normal Time,Ellis Park Stadium,Johannesburg,0,0
770,2010,South Africa,06 July 2010,Semi-final,Semifinals,,Saudi Arabia,Netherlands,,,2,3,,,,,Netherlands,Normal Time,Cape Town Stadium,Cape Town,0,0
771,2010,South Africa,07 July 2010,Semi-final,Semifinals,,Scotland,Spain,,,0,1,,,,,Spain,Normal Time,Moses Mabhida Stadium,Durban,0,0
772,2010,South Africa,10 July 2010,Third-place play-off,Third-place play-off,,Scotland,Germany,,,2,3,,,,,Germany,Normal Time,Nelson Mandela Bay Stadium,Port Elizabeth,0,0
773,2010,South Africa,11 July 2010,Final,Final,,Scotland,Spain,,,0,0,0,1,,,Spain,Extra Time,Soccer City,Johannesburg,0,0
774,2014,Brazil,12 June 2014,Group Stage,Matchday 1,Group A,Scotland,Croatia,1,1,3,1,,,,,Brazil,Normal Time,Arena de SÃ£o Paulo,SÃ£o Paulo,3,0
775,2014,Brazil,13 June 2014,Group Stage,Matchday 2,Group A,Scotland,Cameroon,0,0,1,0,,,,,Mexico,Normal Time,EstÃ¡dio das Dunas,Natal,1,0
776,2014,Brazil,17 June 2014,Group Stage,Matchday 6,Group A,Scotland,Mexico,,,0,0,,,,,Draw,Draw,EstÃ¡dio CastelÃ£o,Fortaleza,0,0
777,2014,Brazil,18 June 2014,Group Stage,Matchday 7,Group A,Scotland,Croatia,,,0,4,,,,,Croatia,Normal Time,Arena AmazÃ´nia,Manaus,0,4
778,2014,Brazil,23 June 2014,Group Stage,Matchday 12,Group A,Scotland,Brazil,,,1,4,,,,,Brazil,Normal Time,EstÃ¡dio Nacional ManÃ© Garrincha,BrasÃ­lia,1,4
779,2014,Brazil,23 June 2014,Group Stage,Matchday 12,Group A,Scotland,Mexico,,,1,3,,,,,Mexico,Normal Time,Arena Pernambuco,Recife,1,3
780,2014,Brazil,13 June 2014,Group Stage,Matchday 2,Group B,Scotland,Netherlands,1,1,1,5,,,,,Netherlands,Normal Time,Arena Fonte Nova,Salvador,1,5
781,2014,Brazil,13 June 2014,Group Stage,Matchday 2,Group B,Scotland,Australia,2,1,3,1,,,,,Chile,Normal Time,Arena Pantanal,CuiabÃ¡,3,1
782,2014,Brazil,18 June 2014,Group Stage,Matchday 7,Group B,Senegal,Netherlands,,,2,3,,,,,Netherlands,Normal Time,EstÃ¡dio Beira-Rio,Porto Alegre,2,3
783,2014,Brazil,18 June 2014,Group Stage,Matchday 7,Group B,Senegal,Chile,,,0,2,,,,,Chile,Normal Time,EstÃ¡dio do MaracanÃ£,Rio de Janeiro,0,2
784,2014,Brazil,23 June 2014,Group Stage,Matchday 12,Group B,Senegal,Spain,,,0,3,,,,,Spain,Normal Time,Arena da Baixada,Curitiba,0,3
785,2014,Brazil,23 June 2014,Group Stage,Matchday 12,Group B,Senegal,Chile,,,2,0,,,,,Netherlands,Normal Time,Arena de SÃ£o Paulo,SÃ£o Paulo,2,0
786,2014,Brazil,14 June 2014,Group Stage,Matchday 3,Group C,Senegal,Greece,,,3,0,,,,,Colombia,Normal Time,EstÃ¡dio MineirÃ£o,Belo Horizonte,3,0
787,2014,Brazil,14 June 2014,Group Stage,Matchday 3,Group C,Serbia,Japan,,,2,1,,,,,CÃ´te d'Ivoire,Normal Time,Arena Pernambuco,Recife,2,1
788,2014,Brazil,19 June 2014,Group Stage,Matchday 8,Group C,Serbia,CÃ´te d'Ivoire,,,2,1,,,,,Colombia,Normal Time,EstÃ¡dio Nacional ManÃ© Garrincha,BrasÃ­lia,2,1
789,2014,Brazil,19 June 2014,Group Stage,Matchday 8,Group C,Serbia,Greece,,,0,0,,,,,Draw,Draw,EstÃ¡dio das Dunas,Natal,0,0
790,2014,Brazil,24 June 2014,Group Stage,Matchday 13,Group C,Serbia,Colombia,,,1,4,,,,,Colombia,Normal Time,Arena Pantanal,CuiabÃ¡,1,4
791,2014,Brazil,24 June 2014,Group Stage,Matchday 13,Group C,Serbia and Montenegro,CÃ´te d'Ivoire,,,2,1,,,,,Greece,Normal Time,EstÃ¡dio CastelÃ£o,Fortaleza,2,1
792,2014,Brazil,14 June 2014,Group Stage,Matchday 3,Group D,Slovakia,Costa Rica,,,1,3,,,,,Costa Rica,Normal Time,EstÃ¡dio CastelÃ£o,Fortaleza,1,3
793,2014,Brazil,14 June 2014,Group Stage,Matchday 3,Group D,Slovakia,Italy,,,1,2,,,,,Italy,Normal Time,Arena AmazÃ´nia,Manaus,1,2
794,2014,Brazil,19 June 2014,Group Stage,Matchday 8,Group D,Slovenia,England,,,2,1,,,,,Uruguay,Normal Time,Arena de SÃ£o Paulo,SÃ£o Paulo,2,1
795,2014,Brazil,20 June 2014,Group Stage,Matchday 9,Group D,Slovenia,Costa Rica,,,0,1,,,,,Costa Rica,Normal Time,Arena Pernambuco,Recife,0,1
796,2014,Brazil,24 June 2014,Group Stage,Matchday 13,Group D,Slovenia,Uruguay,,,0,1,,,,,Uruguay,Normal Time,EstÃ¡dio das Dunas,Natal,0,1
797,2014,Brazil,24 June 2014,Group Stage,Matchday 13,Group D,South Africa,England,,,0,0,,,,,Draw,Draw,EstÃ¡dio MineirÃ£o,Belo Horizonte,0,0
798,2014,Brazil,15 June 2014,Group Stage,Matchday 4,Group E,South Africa,Ecuador,,,2,1,,,,,Switzerland,Normal Time,EstÃ¡dio Nacional ManÃ© Garrincha,BrasÃ­lia,2,1
799,2014,Brazil,15 June 2014,Group Stage,Matchday 4,Group E,South Africa,Honduras,,,3,0,,,,,France,Normal Time,EstÃ¡dio Beira-Rio,Porto Alegre,2,0
800,2014,Brazil,20 June 2014,Group Stage,Matchday 9,Group E,South Africa,France,,,2,5,,,,,France,Normal Time,Arena Fonte Nova,Salvador,2,5
801,2014,Brazil,20 June 2014,Group Stage,Matchday 9,Group E,South Africa,Ecuador,,,1,2,,,,,Ecuador,Normal Time,Arena da Baixada,Curitiba,1,2
802,2014,Brazil,25 June 2014,Group Stage,Matchday 14,Group E,South Africa,Switzerland,,,0,3,,,,,Switzerland,Normal Time,Arena AmazÃ´nia,Manaus,0,3
803,2014,Brazil,25 June 2014,Group Stage,Matchday 14,Group E,South Africa,France,,,0,0,,,,,Draw,Draw,EstÃ¡dio do MaracanÃ£,Rio de Janeiro,0,0
